course_rating,assignments_per_week,attendance_required,professor_rating,sentiment_score,subject_area,units,hours_per_week,projects,midterms_count,final_exam,grading_strictness,student_percentage_estimate,drop_rate,failure_rate,difficulty_score,difficulty_level
1.0,1,1,2.0,-0.78,Humanities,9,7,0,0,1,3.3,78.2,0.11,0.23,16.37449764032708,Medium
1.7,2,1,3.0,0.08,STEM,9,8,1,0,0,3.0,66.3,0.23,0.36,21.88479091659184,Medium
2.5,1,0,3.0,0.57,STEM,3,2,0,2,1,2.8,71.2,0.17,0.28,12.556765801919278,Easy
2.0,2,1,3.0,-0.98,STEM,6,7,1,1,1,3.1,56.8,0.3,0.4,28.739441974884375,Hard
1.0,0,1,1.0,-1.0,STEM,9,6,0,0,1,1.9,79.2,0.26,0.27,19.7181915360825,Medium
3.7,0,0,4.0,1.0,Social Science,3,3,1,2,0,1.3,82.2,0.11,0.16,-0.34261917100776085,Easy
1.0,3,0,2.0,-0.14,Humanities,9,11,1,0,0,4.3,76.7,0.17,0.26,18.855502156264652,Medium
2.0,4,1,3.0,0.12,Social Science,9,12,0,2,1,4.1,65.9,0.21,0.24,25.398842077294262,Hard
1.1,1,1,2.0,-0.21,STEM,3,3,1,1,1,3.4,71.6,0.11,0.17,16.689414546364315,Medium
1.7,0,0,3.0,0.17,Humanities,9,5,0,1,0,2.2,80.1,0.16,0.22,5.416063805361264,Easy
1.2,2,0,3.0,0.08,Humanities,9,9,0,0,0,3.9,68.1,0.22,0.29,16.72670959606256,Medium
1.3,0,0,1.0,-1.0,Social Science,9,4,1,0,1,1.3,71.7,0.22,0.29,11.124579617460485,Easy
3.5,0,0,4.0,0.05,STEM,9,8,1,0,1,1.8,81.8,0.19,0.3,7.990632242775347,Easy
2.4,2,1,3.0,-1.0,STEM,12,11,0,1,0,4.4,56.7,0.3,0.4,31.525950693378586,Hard
1.0,2,1,1.0,-0.09,Humanities,9,10,0,1,0,4.1,77.0,0.08,0.15,16.80177404869131,Medium
3.0,0,1,3.0,0.11,Humanities,9,5,1,0,0,2.5,88.8,0.05,0.11,-0.6081132476819149,Easy
2.2,2,0,3.0,0.48,Humanities,6,8,0,1,1,1.3,85.9,0.08,0.11,5.6299292804705985,Easy
3.6,4,0,4.0,0.41,STEM,9,10,1,1,0,2.0,80.4,0.2,0.26,17.403019442496962,Medium
2.5,0,1,3.0,0.27,STEM,9,8,1,1,1,1.6,79.4,0.18,0.24,11.38533581553049,Easy
1.8,1,0,3.0,0.19,Social Science,9,8,0,2,1,3.0,71.6,0.13,0.21,13.249288361908421,Easy
3.6,1,1,4.0,1.0,Humanities,12,12,0,0,0,2.6,67.1,0.26,0.35,12.606704633165302,Easy
1.0,3,1,2.0,-1.0,Social Science,3,8,0,2,1,5.0,66.5,0.22,0.33,24.28680226344508,Medium
1.3,1,0,2.0,-0.6,Social Science,9,7,0,0,1,2.5,80.9,0.17,0.24,12.86214176929712,Easy
3.8,2,1,4.0,1.0,Humanities,3,4,0,0,1,1.5,81.3,0.17,0.18,2.1934342369520334,Easy
3.9,1,1,4.0,0.95,Humanities,9,7,1,1,1,1.9,83.6,0.05,0.13,1.0914388397952564,Easy
1.7,2,1,3.0,-0.3,STEM,9,8,0,0,0,3.0,70.7,0.19,0.23,19.030646942147612,Medium
1.0,5,1,2.0,-1.0,STEM,9,13,1,1,0,2.0,73.3,0.19,0.26,33.67511016265733,Hard
2.5,2,1,3.0,-0.45,Social Science,3,4,1,2,0,1.8,81.0,0.18,0.22,13.058858654563089,Easy
3.3,4,1,4.0,0.41,Humanities,6,10,1,2,0,4.0,73.2,0.18,0.22,18.324619192080647,Medium
2.9,2,1,3.0,-0.18,STEM,9,9,0,2,1,1.5,78.7,0.21,0.23,17.92424589091888,Medium
2.0,3,0,2.0,-0.85,STEM,12,12,1,0,0,3.9,58.9,0.26,0.38,29.748495428954072,Hard
4.1,5,1,4.0,0.49,Social Science,9,14,1,0,1,2.5,67.8,0.3,0.38,25.277623923642594,Hard
2.4,4,1,3.0,-0.21,Humanities,12,11,0,2,1,4.8,74.4,0.21,0.26,23.67552272999474,Medium
1.0,4,1,1.0,-1.0,STEM,12,13,1,2,1,3.8,62.1,0.3,0.4,43.53960840009977,Hard
2.3,1,1,3.0,-0.63,Humanities,9,9,0,2,0,4.5,59.4,0.25,0.4,21.88208946612342,Medium
3.4,1,1,5.0,-0.68,Humanities,9,7,1,1,1,3.5,86.4,0.12,0.15,8.81237127951781,Easy
1.3,4,1,2.0,-0.92,Social Science,6,8,0,1,1,4.7,66.0,0.3,0.4,26.37464716569789,Hard
1.0,0,1,1.0,-0.74,Humanities,3,1,1,1,0,4.1,70.2,0.24,0.31,13.518422678340894,Easy
1.5,0,1,2.0,-0.65,Social Science,9,6,1,2,0,2.7,71.2,0.23,0.34,15.490643187860943,Medium
1.2,4,0,2.0,-1.0,Social Science,3,6,1,1,0,4.1,70.3,0.21,0.25,20.592107883296094,Medium
3.6,3,1,3.0,-0.09,STEM,3,8,0,1,1,1.8,66.8,0.27,0.37,22.54363882015161,Medium
2.0,0,1,3.0,0.3,Humanities,6,5,1,2,1,4.1,67.7,0.2,0.26,15.19389248565407,Medium
3.2,0,1,3.0,0.82,Humanities,9,6,0,0,1,3.9,76.6,0.2,0.31,5.436309898371029,Easy
3.7,5,0,4.0,0.81,Social Science,3,7,0,2,0,1.9,88.9,0.07,0.07,6.364123314622443,Easy
2.5,5,1,3.0,-0.61,STEM,3,7,1,1,0,3.9,65.0,0.23,0.33,31.63284551728796,Hard
5.0,0,1,4.0,1.0,Social Science,3,1,1,2,1,1.2,88.4,0.1,0.14,-6.849231969932731,Easy
4.0,1,1,4.0,-0.21,Social Science,12,9,1,0,0,2.3,79.6,0.21,0.18,9.456320154032797,Easy
3.0,5,0,4.0,0.68,Humanities,3,9,0,1,0,4.3,75.3,0.16,0.23,16.11839075817621,Medium
2.9,2,1,4.0,0.77,Humanities,9,8,1,0,1,3.7,70.9,0.15,0.25,12.278146605859266,Easy
4.2,4,0,4.0,0.45,Social Science,3,6,1,1,1,2.3,79.6,0.17,0.25,10.297623537601238,Easy
4.0,4,0,4.0,0.84,STEM,12,13,1,2,1,1.0,83.8,0.05,0.09,12.565999934729838,Easy
2.6,4,1,3.0,0.26,Humanities,3,8,1,1,0,1.9,84.0,0.05,0.06,9.997038131616954,Easy
2.8,5,0,3.0,0.0,STEM,12,18,1,2,1,4.3,56.9,0.3,0.4,42.129998948381974,Hard
3.5,1,1,4.0,0.44,Humanities,9,8,1,1,1,2.5,78.7,0.08,0.17,7.221569614875937,Easy
1.8,0,0,3.0,-0.88,STEM,3,3,0,0,1,4.2,50.7,0.26,0.4,19.840158458677628,Medium
1.5,1,0,2.0,-0.57,Humanities,9,8,0,0,1,2.4,84.2,0.14,0.16,11.279446928796188,Easy
1.8,3,1,3.0,0.59,Humanities,9,8,0,1,0,2.6,83.6,0.0,0.06,7.832351365401213,Easy
2.5,4,1,2.0,-0.29,Humanities,9,10,0,0,0,1.7,84.4,0.06,0.05,14.827709037556563,Medium
2.5,0,0,4.0,0.38,Humanities,9,5,1,2,1,3.0,74.8,0.2,0.24,7.997374903917612,Easy
2.1,0,1,2.0,-0.98,Humanities,3,4,0,0,0,4.3,67.7,0.22,0.37,12.633138605033928,Easy
3.1,5,0,3.0,0.06,Social Science,9,13,1,0,0,3.8,81.4,0.11,0.17,17.526965156609936,Medium
1.1,0,1,2.0,-1.0,STEM,9,6,1,1,1,4.1,57.6,0.21,0.38,23.869646175092637,Medium
3.4,3,1,4.0,0.61,Humanities,9,12,0,1,0,3.0,72.8,0.11,0.27,14.100350043293252,Medium
1.0,4,1,1.0,-1.0,Social Science,9,11,0,2,1,2.7,77.6,0.14,0.23,25.215018080777483,Hard
1.0,5,0,1.0,-1.0,Social Science,6,10,1,2,1,2.7,71.5,0.12,0.23,26.811734919947593,Hard
3.4,0,1,4.0,0.25,Social Science,9,5,0,0,1,1.1,84.9,0.02,0.08,-1.5360124714239263,Easy
1.3,1,1,1.0,-0.04,Social Science,12,9,1,0,0,2.9,69.3,0.13,0.25,16.419609341073382,Medium
1.5,3,1,1.0,-0.85,Humanities,12,13,1,2,1,1.1,83.3,0.11,0.17,21.649947654036367,Medium
3.3,5,0,4.0,-0.34,Humanities,3,8,1,0,1,3.9,65.5,0.22,0.32,20.06430636540908,Medium
4.9,2,1,4.0,1.0,STEM,9,8,0,2,1,1.6,78.0,0.12,0.22,8.22666771065342,Easy
2.1,3,1,3.0,-0.79,STEM,3,7,1,0,1,3.6,59.5,0.2,0.33,26.67323656100114,Hard
4.1,1,1,4.0,1.0,Humanities,3,4,0,1,0,1.3,81.8,0.11,0.19,-0.41535759903525443,Easy
2.4,5,1,3.0,-0.17,Social Science,12,14,1,0,0,3.9,71.3,0.18,0.2,23.006700062076643,Medium
3.7,5,1,4.0,0.25,Social Science,9,12,0,2,1,2.5,76.0,0.16,0.2,19.51964877555704,Medium
2.3,4,0,2.0,0.07,STEM,9,12,0,1,0,1.0,85.5,0.09,0.12,15.512426509655727,Medium
2.1,3,1,3.0,-0.46,Social Science,12,12,1,0,1,4.3,69.1,0.22,0.29,22.297177785432403,Medium
1.0,2,1,1.0,-1.0,Humanities,12,10,0,1,1,4.1,75.0,0.18,0.27,23.298936767545516,Medium
1.4,1,0,4.0,-0.15,Social Science,12,9,0,2,1,4.4,68.1,0.3,0.4,19.669882710911146,Medium
2.8,3,1,3.0,-0.59,Humanities,12,13,0,1,1,1.6,86.3,0.01,0.06,13.202489206211176,Easy
2.4,2,0,3.0,-0.26,Humanities,12,13,0,1,1,2.3,72.0,0.29,0.38,18.865896741472326,Medium
1.0,5,0,1.0,-1.0,Humanities,9,13,1,2,0,1.9,87.9,0.09,0.11,24.365831924046283,Medium
1.9,3,0,3.0,-0.74,Social Science,6,10,0,2,1,2.1,78.6,0.13,0.25,19.284274946341668,Medium
2.3,4,0,3.0,-0.4,Social Science,9,11,0,2,1,3.5,78.6,0.17,0.24,21.473934575845306,Medium
1.3,4,1,2.0,-1.0,Social Science,9,12,1,2,0,5.0,63.6,0.27,0.33,29.080841607540265,Hard
1.0,1,1,2.0,0.07,Humanities,9,8,1,2,1,2.3,80.9,0.11,0.16,15.48838165754568,Medium
2.7,5,1,4.0,0.47,Humanities,9,12,0,0,1,5.0,68.6,0.22,0.34,22.919839177598053,Medium
1.7,1,0,2.0,-0.23,STEM,9,8,1,2,1,4.3,68.9,0.24,0.3,23.433836268958267,Medium
2.9,4,1,4.0,-0.53,STEM,3,6,0,0,0,3.2,65.8,0.23,0.36,22.89518831756743,Medium
1.1,2,1,2.0,-1.0,Social Science,9,10,1,1,1,2.0,84.2,0.04,0.07,17.45352837521751,Medium
1.0,1,0,1.0,-1.0,STEM,6,5,1,1,0,1.7,73.9,0.12,0.17,15.944025524768023,Medium
1.7,5,0,3.0,0.22,STEM,9,11,1,0,1,3.8,71.5,0.25,0.37,31.793143654030104,Hard
3.3,0,0,4.0,-0.34,Humanities,12,10,0,0,1,3.2,76.6,0.18,0.26,9.139411799925712,Easy
1.0,1,1,1.0,-1.0,STEM,3,5,1,2,0,4.9,55.5,0.26,0.4,30.08146967732913,Hard
3.1,5,1,3.0,-0.29,Social Science,12,14,1,1,1,4.4,68.2,0.29,0.35,27.426583209146504,Hard
1.1,2,0,2.0,-1.0,Humanities,9,12,0,0,0,1.4,84.0,0.1,0.14,13.614227645887789,Medium
1.0,1,0,1.0,-1.0,Humanities,12,10,1,0,0,3.1,77.3,0.08,0.18,17.15704631564253,Medium
3.0,5,1,4.0,-0.31,Humanities,9,11,1,1,0,1.5,90.9,0.0,0.05,11.63121453745195,Easy
2.4,0,1,3.0,0.02,Humanities,9,5,1,0,0,3.9,66.9,0.28,0.38,13.81117707032208,Medium
3.8,0,0,4.0,-0.49,Social Science,12,7,1,0,1,4.5,67.5,0.24,0.35,14.33166425165996,Medium
2.4,1,1,2.0,-0.32,Humanities,9,6,0,0,1,1.3,83.1,0.14,0.19,7.394485600827364,Easy
3.2,3,1,4.0,-0.08,STEM,9,11,1,1,1,2.3,77.8,0.14,0.25,22.20242878067228,Medium
2.8,0,0,3.0,0.03,Humanities,9,7,0,1,0,3.8,77.1,0.17,0.24,10.656429165897878,Easy
2.3,0,0,3.0,0.12,STEM,9,7,1,2,1,5.0,57.2,0.3,0.4,23.378425076370398,Medium
1.0,1,0,3.0,-0.69,Humanities,9,7,1,1,0,3.7,64.3,0.24,0.32,17.327088257498865,Medium
1.0,5,1,2.0,-1.0,Social Science,9,12,0,1,1,3.2,71.8,0.11,0.24,25.754181817565183,Hard
3.1,0,1,3.0,0.65,STEM,3,2,1,2,0,1.8,77.7,0.24,0.34,7.281035766360532,Easy
2.4,0,0,2.0,-0.12,Social Science,9,5,1,2,1,2.1,77.7,0.13,0.22,9.81295905673522,Easy
2.7,2,0,3.0,-0.31,Social Science,3,4,0,2,0,3.0,74.7,0.13,0.25,10.906864442031223,Easy
2.5,2,1,3.0,-0.38,Social Science,9,9,0,1,0,5.0,69.9,0.17,0.24,17.642850503518897,Medium
3.0,5,0,3.0,-0.05,Humanities,3,9,1,2,1,4.2,71.8,0.3,0.39,25.042723648052686,Hard
2.7,0,1,3.0,-0.38,Social Science,6,6,0,2,1,2.3,84.8,0.17,0.16,10.562447704708283,Easy
3.5,3,1,4.0,0.29,STEM,9,11,1,0,1,4.7,66.9,0.15,0.27,25.710634980690912,Hard
3.4,5,1,4.0,0.39,STEM,6,11,1,1,0,1.3,74.2,0.19,0.23,22.60242825088137,Medium
1.9,1,0,3.0,-0.24,STEM,9,9,1,1,1,3.5,60.1,0.25,0.4,26.103701217249327,Hard
1.9,1,0,3.0,-0.94,STEM,3,2,0,1,1,4.5,66.7,0.2,0.34,20.6528198305283,Medium
2.9,2,0,4.0,0.94,STEM,9,9,1,0,1,3.3,66.3,0.21,0.25,18.549035946184933,Medium
2.7,3,1,3.0,0.4,Social Science,9,10,0,1,1,3.0,73.3,0.22,0.35,17.465085790178854,Medium
2.1,0,0,3.0,0.02,STEM,12,7,1,1,0,2.4,74.9,0.19,0.27,14.568744506003743,Medium
3.4,3,0,4.0,-0.42,Social Science,3,6,0,1,0,2.8,73.1,0.13,0.23,12.46014296217427,Easy
1.5,2,0,1.0,-0.33,STEM,3,3,0,2,0,1.7,72.8,0.13,0.25,15.703850082552464,Medium
3.2,0,0,5.0,0.82,Humanities,9,7,1,2,0,4.7,73.4,0.24,0.33,11.532391797441893,Easy
1.5,2,1,3.0,-0.45,Social Science,12,12,1,0,1,4.7,67.1,0.19,0.35,24.805212992269958,Hard
1.1,2,0,1.0,-0.64,STEM,3,4,0,1,0,1.4,80.4,0.15,0.19,12.63152860802449,Easy
2.2,2,0,3.0,-0.32,Humanities,3,4,0,0,1,1.7,92.1,0.02,0.0,3.8361644657154605,Easy
3.7,5,0,4.0,0.14,Social Science,9,12,0,2,0,1.9,79.4,0.09,0.18,15.46617435645288,Medium
1.0,4,1,2.0,-1.0,STEM,12,13,0,0,1,4.1,67.9,0.22,0.26,33.496454287078365,Hard
1.0,2,1,2.0,-0.44,Social Science,3,4,1,2,0,2.2,82.9,0.18,0.21,14.737795148028543,Medium
1.0,4,1,1.0,-0.92,Social Science,9,12,0,2,0,2.1,85.3,0.11,0.15,24.788005433851577,Hard
1.4,5,1,2.0,-0.91,Social Science,9,10,0,2,1,1.7,78.9,0.09,0.17,22.089856611775755,Medium
2.5,1,0,3.0,-0.5,Social Science,9,8,0,2,0,2.4,73.3,0.12,0.2,12.902699906079642,Easy
3.2,0,1,4.0,0.51,STEM,12,10,0,1,0,2.9,78.2,0.13,0.21,8.698236260932589,Easy
1.0,2,1,1.0,-0.55,Humanities,9,7,0,2,1,4.8,78.5,0.22,0.27,20.842916099645926,Medium
1.0,2,1,1.0,-1.0,Social Science,3,4,0,0,1,4.5,73.1,0.19,0.26,18.306580460221202,Medium
1.4,1,0,2.0,-1.0,Humanities,9,7,1,0,0,1.7,87.0,0.12,0.13,11.503029271993608,Easy
2.6,1,0,4.0,0.57,Humanities,6,6,1,0,0,4.4,69.3,0.21,0.32,10.579487280764923,Easy
1.0,4,1,2.0,-0.89,Social Science,3,7,1,2,0,2.3,81.6,0.11,0.2,22.401255349018868,Medium
3.5,0,0,4.0,0.57,Humanities,12,8,1,1,0,3.9,71.0,0.23,0.31,10.480227513570211,Easy
3.6,3,1,4.0,0.97,Social Science,9,10,1,1,1,3.1,66.7,0.26,0.4,19.033186366264864,Medium
4.7,0,1,5.0,0.23,STEM,6,4,0,0,1,2.4,74.5,0.14,0.24,3.8454349138631088,Easy
3.7,2,0,4.0,0.89,Humanities,9,8,0,2,1,4.6,78.0,0.13,0.19,8.66257008959047,Easy
3.9,3,1,4.0,-0.29,STEM,9,9,0,1,0,4.5,64.8,0.27,0.39,25.829880970573676,Hard
3.2,0,0,3.0,0.41,Social Science,9,5,0,1,0,2.2,78.1,0.16,0.2,3.097181337530467,Easy
1.0,1,0,1.0,-1.0,Social Science,6,6,0,2,0,4.9,65.4,0.12,0.24,17.85093986473371,Medium
2.7,4,1,4.0,-0.75,Humanities,12,14,1,2,0,4.0,75.1,0.15,0.24,23.827098437884732,Medium
1.5,3,0,2.0,-0.76,STEM,6,9,0,0,1,3.6,67.3,0.26,0.28,25.927900904342916,Hard
2.4,1,1,3.0,-0.47,Social Science,3,4,1,1,0,3.2,68.6,0.3,0.35,14.690090254366762,Medium
3.9,0,0,4.0,0.88,Social Science,9,5,1,2,1,1.8,73.2,0.25,0.32,7.210491213590451,Easy
1.0,0,0,1.0,-0.98,STEM,9,5,0,0,1,3.2,74.4,0.15,0.29,18.19198130403396,Medium
3.0,4,0,3.0,0.11,Humanities,3,6,1,0,1,1.3,87.0,0.11,0.17,8.234542164216363,Easy
1.7,0,0,3.0,-0.2,Humanities,12,10,0,0,0,3.4,72.2,0.09,0.2,7.57407666080574,Easy
1.0,3,0,1.0,-1.0,Social Science,6,9,1,2,0,4.7,65.8,0.18,0.27,25.18051785419145,Hard
4.7,0,0,4.0,0.16,Social Science,9,4,1,1,1,2.2,86.9,0.11,0.21,-0.1578549237650368,Easy
1.9,0,0,3.0,-0.6,STEM,9,6,0,2,0,4.3,58.8,0.27,0.4,21.94170379842296,Medium
2.4,1,0,3.0,-0.87,STEM,9,7,1,1,0,2.9,74.4,0.15,0.26,17.380411309479385,Medium
3.0,3,0,4.0,-0.19,STEM,3,7,1,2,1,3.9,66.1,0.3,0.39,28.965646714313674,Hard
1.6,5,1,2.0,-1.0,Social Science,3,8,1,1,0,3.5,73.9,0.2,0.33,24.52042833370601,Medium
3.3,2,0,4.0,0.7,Humanities,3,3,1,0,0,2.4,78.1,0.14,0.22,2.5448275439050523,Easy
1.0,3,1,1.0,-1.0,Social Science,3,7,0,1,0,4.2,74.0,0.13,0.2,19.989776214020353,Medium
1.0,2,0,1.0,-1.0,Social Science,9,9,0,2,1,4.0,69.1,0.27,0.34,22.853312519842063,Medium
2.8,4,0,3.0,-0.03,Humanities,3,5,1,0,1,3.6,77.9,0.13,0.18,13.092488601699499,Easy
2.5,3,0,3.0,-0.01,Humanities,6,6,1,2,1,1.9,83.1,0.11,0.12,13.153081590596193,Easy
2.5,5,1,3.0,0.24,STEM,9,12,0,1,1,3.5,76.6,0.16,0.22,27.528244041185545,Hard
1.4,1,1,2.0,-0.8,STEM,9,7,1,2,1,1.2,80.6,0.17,0.25,21.453963225367342,Medium
2.5,2,1,3.0,0.18,STEM,9,11,0,1,1,1.0,82.5,0.08,0.16,14.114932948853022,Medium
3.7,0,0,4.0,-0.04,Social Science,12,10,0,2,0,1.7,88.0,0.14,0.1,4.0118589727622,Easy
3.0,3,0,4.0,1.0,Humanities,12,13,1,1,0,4.0,70.7,0.23,0.28,17.08901311790033,Medium
1.0,0,0,2.0,-0.76,Humanities,9,7,0,0,1,4.6,71.8,0.18,0.26,14.930003487138224,Medium
2.3,4,0,3.0,-0.42,Social Science,9,11,0,1,1,3.2,82.3,0.11,0.17,18.08990634379804,Medium
2.8,4,1,4.0,-0.26,STEM,9,10,0,1,1,4.5,71.5,0.14,0.26,28.686619938211397,Hard
2.8,2,1,3.0,-1.0,Social Science,3,4,1,1,1,2.8,77.0,0.19,0.24,12.718134748958601,Easy
1.0,5,1,1.0,-1.0,Social Science,3,9,0,1,1,4.2,76.1,0.21,0.29,27.392981276622542,Hard
1.0,5,1,2.0,-1.0,STEM,3,6,0,0,1,1.5,76.9,0.12,0.22,22.35572007116036,Medium
2.0,1,0,2.0,-1.0,STEM,12,12,0,0,0,1.5,83.5,0.1,0.14,16.22371819844545,Medium
1.8,5,0,3.0,0.68,Social Science,9,14,0,0,1,1.2,88.5,0.05,0.1,13.400086293952217,Easy
1.0,0,0,1.0,-1.0,Social Science,3,2,0,0,0,1.1,81.9,0.18,0.22,7.861032644571541,Easy
2.6,0,0,3.0,-0.07,Social Science,3,2,1,0,0,2.1,80.9,0.15,0.17,2.8475441005854014,Easy
1.5,3,1,3.0,-0.41,Social Science,9,11,0,2,1,5.0,59.1,0.21,0.35,27.403135638806376,Hard
1.0,2,1,1.0,-1.0,Humanities,6,7,0,2,0,3.2,76.4,0.22,0.3,20.960469239322176,Medium
2.8,0,0,3.0,-0.05,Humanities,3,2,1,0,1,4.9,61.1,0.25,0.36,13.898021644714785,Medium
1.0,0,1,1.0,-1.0,STEM,6,5,0,1,0,4.4,65.3,0.25,0.34,21.742878790566255,Medium
3.5,2,1,4.0,-0.11,Social Science,9,10,0,2,1,2.5,82.7,0.12,0.17,11.091916973381206,Easy
1.0,4,1,1.0,-0.77,STEM,9,12,0,0,0,4.4,66.5,0.23,0.3,31.989380779412325,Hard
1.0,3,0,2.0,-1.0,Humanities,9,9,0,0,0,4.3,64.7,0.23,0.4,21.98685440918229,Medium
1.5,0,1,2.0,-0.95,Social Science,9,7,0,0,1,3.6,78.0,0.2,0.27,15.595307004597037,Medium
4.2,5,1,5.0,1.0,Social Science,9,10,1,0,0,3.2,77.8,0.14,0.16,10.382286576385145,Easy
1.0,0,0,2.0,-0.79,Humanities,9,7,0,0,1,4.3,69.0,0.15,0.3,15.332029606671542,Medium
2.1,2,1,3.0,-0.31,Humanities,9,9,0,1,1,4.3,70.6,0.15,0.25,17.950530807952035,Medium
3.6,5,1,3.0,0.18,STEM,9,12,0,1,0,1.2,77.7,0.14,0.18,21.751682790968584,Medium
3.2,2,1,4.0,-0.24,STEM,3,5,1,0,0,4.7,60.8,0.29,0.39,22.92468912053426,Medium
2.3,4,1,3.0,-0.66,Humanities,9,12,0,0,0,1.6,88.1,0.05,0.02,12.697037507330757,Easy
1.1,5,1,2.0,-1.0,Humanities,3,8,0,1,0,2.9,73.1,0.2,0.24,22.902632428450524,Medium
2.8,4,1,3.0,-0.64,Humanities,3,6,0,2,1,4.2,75.0,0.2,0.25,22.186743951538467,Medium
3.7,1,1,4.0,1.0,Social Science,9,8,0,1,1,1.3,76.8,0.14,0.21,6.477171079077417,Easy
3.1,2,0,3.0,-0.21,Humanities,3,6,0,2,0,3.7,62.9,0.24,0.32,16.666943014399255,Medium
1.0,0,0,1.0,-1.0,Humanities,3,4,1,2,0,4.8,70.2,0.24,0.32,18.258373628800662,Medium
1.8,1,1,2.0,-0.93,Social Science,12,10,0,0,0,3.3,76.1,0.15,0.21,16.507088783644843,Medium
3.8,5,1,4.0,0.39,STEM,3,9,0,1,1,2.2,73.7,0.21,0.31,20.031045411099566,Medium
1.0,5,0,1.0,-0.51,Humanities,9,13,1,0,1,1.5,81.2,0.12,0.19,20.36885101763134,Medium
1.0,0,1,1.0,-1.0,Social Science,9,6,0,2,1,2.7,78.1,0.16,0.18,16.322379503131305,Medium
1.0,5,1,1.0,-1.0,Humanities,9,10,0,1,1,3.3,80.5,0.15,0.18,23.20126277061082,Medium
1.0,4,1,1.0,-1.0,Social Science,9,11,0,1,1,4.5,60.0,0.3,0.4,28.09024919747123,Hard
1.0,4,1,2.0,-0.88,Humanities,9,10,0,1,0,1.4,83.2,0.09,0.16,18.98153811886012,Medium
3.9,4,0,4.0,-0.34,Social Science,3,7,0,1,1,4.0,63.0,0.28,0.37,21.180870146716053,Medium
3.3,1,1,4.0,0.83,Social Science,9,9,1,2,0,3.8,68.4,0.28,0.33,17.153815482955817,Medium
3.5,4,0,4.0,-0.63,Social Science,12,14,0,1,0,2.4,76.9,0.17,0.16,17.950283755134535,Medium
2.0,5,0,2.0,-0.99,Social Science,3,7,0,0,0,4.0,74.9,0.14,0.25,17.91043101451687,Medium
2.4,4,1,2.0,-0.67,STEM,3,9,0,2,0,1.3,75.0,0.23,0.28,25.58980522613479,Hard
4.4,5,0,5.0,1.0,STEM,3,9,0,1,0,2.5,72.1,0.19,0.26,17.395144246379363,Medium
3.0,0,1,4.0,-1.0,STEM,9,8,1,1,0,3.8,62.9,0.3,0.4,24.503368973667968,Medium
4.3,3,1,5.0,0.81,Social Science,9,9,0,2,1,2.6,84.2,0.13,0.2,8.671462855965862,Easy
3.2,1,1,4.0,-0.16,Social Science,9,7,1,1,1,4.4,73.6,0.22,0.25,13.04240610417074,Easy
2.0,4,0,3.0,-0.73,Humanities,9,12,1,1,0,1.9,77.0,0.21,0.27,18.491924057639217,Medium
4.1,1,0,4.0,0.91,STEM,9,8,1,2,0,1.6,72.3,0.19,0.31,12.051304011106337,Easy
1.2,0,1,2.0,-0.72,Humanities,9,7,1,0,1,3.7,75.8,0.12,0.22,14.292242429656064,Medium
2.0,0,0,3.0,-0.32,Social Science,6,4,1,1,0,4.8,69.9,0.28,0.36,14.71531811096965,Medium
2.1,3,0,2.0,-0.02,Humanities,3,5,1,0,0,2.8,84.8,0.12,0.18,11.459999316359992,Easy
2.6,4,0,3.0,-0.5,Social Science,3,6,0,1,1,3.0,80.7,0.2,0.27,15.242016417709813,Medium
2.2,4,0,3.0,-0.03,STEM,9,13,1,2,0,3.3,70.6,0.21,0.28,30.52968483641036,Hard
3.0,0,1,3.0,0.29,STEM,9,6,1,2,0,3.1,68.7,0.28,0.37,17.06646857017146,Medium
1.5,1,0,2.0,-0.48,STEM,3,3,0,1,0,3.8,62.8,0.27,0.4,20.684880704882517,Medium
4.3,3,0,5.0,0.82,Humanities,3,6,0,0,0,1.7,89.8,0.1,0.17,0.41928184213292496,Easy
1.5,2,1,3.0,-0.56,STEM,3,5,1,1,1,1.8,78.3,0.2,0.27,18.67391357892983,Medium
2.4,3,1,3.0,0.05,Social Science,6,8,0,1,1,3.7,70.9,0.18,0.28,16.54773525471637,Medium
1.1,3,0,2.0,-1.0,Humanities,9,12,0,1,0,4.8,62.3,0.29,0.38,25.195177757068876,Hard
3.8,4,1,4.0,0.2,STEM,6,8,1,1,1,1.5,69.6,0.2,0.27,20.68980018950903,Medium
2.9,3,1,4.0,-0.47,STEM,3,6,1,1,1,3.2,71.6,0.21,0.28,22.36319967072159,Medium
1.7,0,0,2.0,-0.99,Social Science,12,8,0,2,1,1.0,69.7,0.18,0.33,15.488226522670699,Medium
1.7,0,0,1.0,-0.95,STEM,12,10,1,2,0,3.3,66.8,0.21,0.26,25.040294085948688,Hard
1.0,1,1,1.0,-0.94,Humanities,12,11,0,1,1,1.4,87.7,0.1,0.19,15.176748052159427,Medium
1.1,5,0,2.0,-0.72,STEM,9,13,0,1,1,4.7,63.1,0.27,0.4,39.7632271685685,Hard
2.3,1,1,3.0,-0.72,Social Science,12,11,0,0,0,3.5,65.9,0.26,0.4,18.257205708712675,Medium
1.0,2,1,2.0,-0.81,STEM,9,8,0,2,1,4.0,57.3,0.27,0.39,31.60933485003265,Hard
2.8,1,1,3.0,-0.43,Humanities,12,9,0,0,0,4.2,66.8,0.27,0.36,16.128216940044734,Medium
